FID,id,rute_nr,rutenavn,status,kategori,under_kategori,kommune,ogc_fid,wkb_geometry
cykeldata_kk.fid-2b80431e_19460c4a556_6df7,1765,,,Eksisterende,Cykelsti,,København,649,"MULTILINESTRING ((12.572393077347176 55.63149660705044, 12.572336571071386 55.63133446398594, 12.572069445272227 55.63096336843317, 12.571869360644293 55.63041817357159, 12.571858271735671 55.630105775256325, 12.571720288447695 55.62985571457839, 12.571645581440212 55.629628888632475, 12.571704365115782 55.62952001764555, 12.571843609088388 55.62941906038115, 12.572056955374457 55.62934409335385, 12.57303985770642 55.629243343031874, 12.573753101631008 55.629148242336875, 12.574865474219962 55.628945209202314, 12.575415622177502 55.628907418474114, 12.575489025016203 55.629063386084745, 12.576331666729427 55.628962874215624, 12.576359201759173 55.62891501079347, 12.57630495933992 55.62887562102008, 12.575901854462542 55.62888206747954, 12.575415622177493 55.628907418474114, 12.575133552703186 55.62812525430099, 12.574993829320755 55.62778513948105, 12.574724585429035 55.627621978543516, 12.574704317495778 55.627565074155264, 12.574700308308845 55.62736265340175, 12.574642909232445 55.6272983132085))"
cykeldata_kk.fid-2b80431e_19460c4a556_6df8,1976,,,Eksisterende,Cykelsti,P,København,650,"MULTILINESTRING ((12.565303451522496 55.686122069209006, 12.565345733666176 55.686162643074816, 12.565805395110896 55.68660389880002, 12.5658074074275 55.686605818071385))"
cykeldata_kk.fid-2b80431e_19460c4a556_6df9,3094,,Planlagt i Cykelstiprioriteringsplan,Eksisterende,Cykelsti,P,København,651,"MULTILINESTRING ((12.557790143363018 55.66597092106411, 12.558112800227473 55.66559065456747, 12.558518963507936 55.66527060161812))"
cykeldata_kk.fid-2b80431e_19460c4a556_6dfa,1826,,,Eksisterende,Cykelsti,,København,652,"MULTILINESTRING ((12.583590195442772 55.68605627797157, 12.583622540644292 55.68610532727313, 12.58364454298346 55.686138763296476, 12.58364579376747 55.68614025535409, 12.584022199341609 55.68659017578411, 12.584139154756201 55.68672190466191, 12.58415430708727 55.68673895157274))"
cykeldata_kk.fid-2b80431e_19460c4a556_6dfb,5252,,,Eksisterende,Cykelsti,,København,653,"MULTILINESTRING ((12.58415430708727 55.68673895157274, 12.584412993443035 55.687029980260036))"
cykeldata_kk.fid-2b80431e_19460c4a556_6dfc,3853,,,Eksisterende,Cykelsti,,København,654,"MULTILINESTRING ((12.571977677129277 55.622461842316774, 12.572408369996216 55.62322870238232, 12.572483527789494 55.623371874452445, 12.572469641916268 55.623500131034795, 12.572771369819625 55.62405995000914, 12.572851960204577 55.624209472592796, 12.573000306047478 55.62448470134889))"
cykeldata_kk.fid-2b80431e_19460c4a556_6dfd,3850,,,Eksisterende,Cykelsti,,København,655,"MULTILINESTRING ((12.536910352874026 55.65471484642445, 12.536970173938146 55.65470001533327, 12.537352338628152 55.65498990526702, 12.53744074977398 55.65503219265462, 12.537511187684277 55.65505108468292, 12.537708276285716 55.65506731802042, 12.537927631715586 55.65508321011682, 12.538015044224649 55.65508749515169, 12.538095283097427 55.655092161123115))"
cykeldata_kk.fid-2b80431e_19460c4a556_6dfe,3851,,,Eksisterende,Cykelsti,,København,656,"MULTILINESTRING ((12.517885291883498 55.65251125705841, 12.517092739116103 55.652793672417104, 12.516980601988251 55.652860779907506))"
cykeldata_kk.fid-2b80431e_19460c4a556_6dff,3855,,,Eksisterende,Cykelsti,,København,657,"MULTILINESTRING ((12.537819498078917 55.71039966149314, 12.538381455532598 55.71053439820904, 12.539634327972786 55.71080894192532, 12.539804742986425 55.710845183300194, 12.541987416327823 55.71172198888941))"
cykeldata_kk.fid-2b80431e_19460c4a556_6e00,3852,,,Eksisterende,Cykelsti,,København,658,"MULTILINESTRING ((12.56981520533532 55.62272915433846, 12.570194177281348 55.623321945345765))"
cykeldata_kk.fid-2b80431e_19460c4a556_6e01,3854,,,Eksisterende,Cykelsti,P,København,659,"MULTILINESTRING ((12.556806098007785 55.66705470539177, 12.557651248794599 55.66613462123776, 12.557790143363023 55.665970921064115))"
cykeldata_kk.fid-2b80431e_19460c4a556_6e02,1193,,,Eksisterende,Cykelsti,P,København,660,"MULTILINESTRING ((12.560446176705435 55.69672770582818, 12.560171216732266 55.696819383349776))"
cykeldata_kk.fid-2b80431e_19460c4a556_6e03,200,,,Eksisterende,Cykelsti,,København,661,"MULTILINESTRING ((12.574642909232445 55.6272983132085, 12.574642854976302 55.6270149581935, 12.57462700526516 55.62636495073091))"
cykeldata_kk.fid-2b80431e_19460c4a556_6e04,3859,,,Eksisterende,Cykelsti,,København,662,"MULTILINESTRING ((12.57267429288464 55.62637832539977, 12.572673151084684 55.626065335401634, 12.572597059043783 55.62596389367486, 12.572331904878219 55.62584406444494, 12.572245915062139 55.62574216771785, 12.572227245279683 55.62568130940062))"
cykeldata_kk.fid-2b80431e_19460c4a556_6e05,1311,,,Eksisterende,Cykelsti,,København,663,"MULTILINESTRING ((12.479539618393297 55.7020549812939, 12.479337694129981 55.70273699698072, 12.47927809901742 55.70293789698533, 12.479262052952851 55.70299219984313, 12.479260138856757 55.702998726649106))"
cykeldata_kk.fid-2b80431e_19460c4a556_6e06,1255,,,Eksisterende,Cykelsti,,København,664,"MULTILINESTRING ((12.58828574636363 55.63485341706325, 12.588232044778522 55.63449430858202))"
cykeldata_kk.fid-2b80431e_19460c4a556_6e07,1167,,,Eksisterende,Cykelsti,,København,665,"MULTILINESTRING ((12.486882511817015 55.67702341070589, 12.486776890809542 55.67697021728158, 12.48664467629396 55.67690364490779, 12.486445683703788 55.67681140551974, 12.486230244177515 55.67671127303889, 12.48601453979723 55.67658310000447, 12.48559124814565 55.676330927052945, 12.485057897753187 55.676014098793146, 12.484871460333295 55.67590539342611, 12.484816994864072 55.675872683767366, 12.48477276809085 55.6758423805574, 12.484728190178329 55.67580813106012, 12.484702044007998 55.675782529058395, 12.484683214781775 55.67575689894678, 12.484647317324995 55.67570397020558, 12.484629772658469 55.67566059036721, 12.48461674115195 55.675612496618385, 12.484305124993561 55.674086535208595, 12.484303466871049 55.674078221950865))"
cykeldata_kk.fid-2b80431e_19460c4a556_6e08,1178,,,Eksisterende,Cykelsti,,København,666,"MULTILINESTRING ((12.484303466871049 55.674078221950865, 12.484282471262715 55.67399413605122, 12.484256716426199 55.6739243890316, 12.484224731828222 55.67386418215361, 12.484224724559073 55.673864168470345, 12.484188843319146 55.67381331775777, 12.484188873996558 55.673813291880045, 12.48414889240325 55.67376833605014, 12.484098025219104 55.6737260018176, 12.484040440765401 55.673684847289934, 12.484037892783132 55.673683150905674, 12.483978877311698 55.67364385979117, 12.483978799526653 55.673643808003646, 12.482348544421374 55.67283556246635, 12.482343879695776 55.672833267741765, 12.482025636005854 55.67267581732751, 12.482022343754036 55.67267420278762))"
cykeldata_kk.fid-2b80431e_19460c4a556_6e09,1550,,,Eksisterende,Cykelsti,P,København,794,"MULTILINESTRING ((12.567923878124702 55.67579022423337, 12.567789674375057 55.67574441494059))"
cykeldata_kk.fid-2b80431e_19460c4a556_6e0a,1333,,,Eksisterende,Cykelsti,P,København,667,"MULTILINESTRING ((12.482022343754036 55.67267420278762, 12.480289489634005 55.67270176359704, 12.480289489501562 55.672701760936384, 12.47631998044023 55.672764805718714, 12.475632633966635 55.67275282708295, 12.475216233759632 55.67273819992295, 12.474915745675776 55.672734669898965, 12.474583462879108 55.672709925644895, 12.474305401220102 55.67269299337594))"
cykeldata_kk.fid-2b80431e_19460c4a556_6e0b,2691,,,Eksisterende,Cykelsti,P,København,668,"MULTILINESTRING ((12.559589416450194 55.67312602307281, 12.55727665876018 55.67264422067661, 12.55727376936671 55.67264359907541, 12.5572737148025 55.67264358689691))"
cykeldata_kk.fid-2b80431e_19460c4a556_6e0c,1579,,,Eksisterende,Cykelsti,P,København,669,"MULTILINESTRING ((12.564017954591696 55.680259349503764, 12.564036518215175 55.68028452113704, 12.564334357451173 55.68068760265421, 12.56442088082034 55.68080483343068, 12.564615143325385 55.68106762565295, 12.564615732168567 55.68106832772959))"
cykeldata_kk.fid-2b80431e_19460c4a556_6e0d,2689,,,Eksisterende,Cykelsti,P,København,670,"MULTILINESTRING ((12.555600402396957 55.67233873011137, 12.555556119873291 55.67233219305476, 12.5547085297367 55.672418350231155, 12.554703434032755 55.67241887693522, 12.55469644171499 55.672419599677426))"
cykeldata_kk.fid-2b80431e_19460c4a556_6e0e,1584,,,Eksisterende,Cykelsti,P,København,671,"MULTILINESTRING ((12.557732166945877 55.68215104483517, 12.557613126236811 55.682224529825405, 12.55761212804097 55.682225098179046, 12.557233685869576 55.68246657794871, 12.557202053362484 55.68248673394781, 12.55719200557457 55.68249313854976, 12.556839330065731 55.68272505946509, 12.556829052971175 55.68273183028229, 12.556818522244264 55.68273869835416, 12.556766760330124 55.68277274313792, 12.556605493372274 55.68287693870303, 12.556486782365957 55.68295409882122, 12.556453872236878 55.682976089647305, 12.556352646041486 55.68304348293509, 12.55628038523376 55.68309313511749, 12.55627063150406 55.68309989070663, 12.556234071417855 55.68312504388483, 12.556096256984517 55.68322451314755, 12.555987644102808 55.683308841522845, 12.555925992605548 55.68335827572795, 12.555873874339566 55.68339997185061, 12.555792859105454 55.68347028463576, 12.555712233978046 55.68354633958254, 12.555646149040578 55.68361343247658, 12.555610759796897 55.68365437371602, 12.555530036867681 55.683748141453535, 12.555503755104164 55.68378243576932))"
cykeldata_kk.fid-2b80431e_19460c4a556_6e0f,3884,,,Eksisterende,Cykelsti,,København,672,"MULTILINESTRING ((12.59127514742284 55.706458403288195, 12.591059620020127 55.70713633725704, 12.590947831845545 55.70732183710046, 12.590945443825593 55.70732586260715))"
cykeldata_kk.fid-2b80431e_19460c4a556_6e10,1585,,,Eksisterende,Cykelsti,,København,673,"MULTILINESTRING ((12.612658014596391 55.64615607460121, 12.61201988264028 55.64613231838165))"
cykeldata_kk.fid-2b80431e_19460c4a556_6e11,1586,,,Eksisterende,Cykelsti,,København,674,"MULTILINESTRING ((12.55814028706842 55.6819156245057, 12.5580318040647 55.68197819549612, 12.557742639813238 55.68214498744923, 12.557732166945877 55.68215104483517))"
cykeldata_kk.fid-2b80431e_19460c4a556_6e12,1587,,,Eksisterende,Cykelsti,,København,675,"MULTILINESTRING ((12.562615954678224 55.68340421990499, 12.561378857085726 55.68208654287462, 12.561319279963653 55.6820230962644, 12.561316662994438 55.68202029549452))"
cykeldata_kk.fid-2b80431e_19460c4a556_6e13,2660,,,Eksisterende,Cykelsti,,København,676,"MULTILINESTRING ((12.537618221278189 55.66356401052111, 12.537580246871267 55.66350226726822, 12.537381646586903 55.66314480803026, 12.53730787451368 55.66301199903755, 12.537307107034042 55.66301076260352))"
cykeldata_kk.fid-2b80431e_19460c4a556_6e14,2633,,,Eksisterende,Cykelsti,,København,677,"MULTILINESTRING ((12.538170102345653 55.66450712133335, 12.53812734205897 55.66440838827611, 12.537763163183007 55.66378301534047, 12.537763129215472 55.66378295700994))"
cykeldata_kk.fid-2b80431e_19460c4a556_6e15,2492,,,Eksisterende,Cykelsti,P,København,678,"MULTILINESTRING ((12.536620931891283 55.66306400146544, 12.536620106715768 55.66306407112522, 12.53616310984057 55.66310264906138, 12.535904075931798 55.66311128794772, 12.531216749514547 55.663267517111365, 12.530427079773927 55.66327589350439, 12.529717509025932 55.663255143307644, 12.529689831159793 55.66325387455814, 12.528659629459856 55.66320664574451, 12.527875354026833 55.6631706853423, 12.52758979795218 55.66314780356955, 12.527480084983793 55.66313101880235, 12.5246107055689 55.66255955068242, 12.524458138228693 55.662533368919604))"
cykeldata_kk.fid-2b80431e_19460c4a556_6e16,1583,,,Eksisterende,Cykelsti,P,København,679,"MULTILINESTRING ((12.560400582042343 55.68104542097993, 12.560271634042158 55.68109501348924, 12.55814028706842 55.6819156245057))"
cykeldata_kk.fid-2b80431e_19460c4a556_6e17,1742,,,Eksisterende,Cykelsti,P,København,680,"MULTILINESTRING ((12.575467388977414 55.67195480713288, 12.576154294926429 55.671610954675856, 12.576273229384725 55.67155138810624, 12.576275993401543 55.671550048886395, 12.577158120397558 55.67111014670897, 12.577238422046577 55.67107004586584, 12.577239558709998 55.67106956320256))"
cykeldata_kk.fid-2b80431e_19460c4a556_6e18,1604,,,Eksisterende,Cykelsti,P,København,681,"MULTILINESTRING ((12.579987829433335 55.66970332803492, 12.579985960785775 55.669702102799356))"
cykeldata_kk.fid-2b80431e_19460c4a556_6e19,1741,,,Eksisterende,Cykelsti,P,København,682,"MULTILINESTRING ((12.577239558709998 55.67106956320256, 12.579987829433325 55.66970332803496, 12.57999085845333 55.669701649628394))"
cykeldata_kk.fid-2b80431e_19460c4a556_6e1a,5255,,,Eksisterende,Cykelsti,P,København,683,"MULTILINESTRING ((12.579985960785775 55.669702102799356, 12.579844227279375 55.669609170605376, 12.579782126393546 55.66956846119668, 12.579728372819282 55.669517169544896, 12.57969172729195 55.66946789555707, 12.579663217106127 55.66941146173596, 12.579664089247672 55.669356417523765))"
cykeldata_kk.fid-2b80431e_19460c4a556_6e1b,5259,,,Eksisterende,Cykelsti,P,København,684,"MULTILINESTRING ((12.57999085845333 55.669701649628394, 12.580221951583697 55.66957359826278))"
cykeldata_kk.fid-2b80431e_19460c4a556_6e1c,1824,,,Eksisterende,Cykelsti,,København,685,"MULTILINESTRING ((12.56110734666922 55.69087532226342, 12.562109640583275 55.69141158989609))"
cykeldata_kk.fid-2b80431e_19460c4a556_6e1d,1825,,,Eksisterende,Cykelsti,P,København,686,"MULTILINESTRING ((12.561596772315959 55.69635404179337, 12.560630931186921 55.696666155532014, 12.56045509730773 55.69672474989986, 12.560446176705435 55.69672770582818))"
cykeldata_kk.fid-2b80431e_19460c4a556_6e1e,1823,,,Eksisterende,Cykelsti,,København,687,"MULTILINESTRING ((12.561232691109556 55.69413330987916, 12.561246018234675 55.69424511689364, 12.561246875840823 55.69425165462085, 12.561428107800513 55.69577107965001, 12.561464942788929 55.696037279839906, 12.561466078332677 55.69604542767719, 12.561595849838817 55.69635190085636, 12.561596700402342 55.696354033733506))"
cykeldata_kk.fid-2b80431e_19460c4a556_6e1f,1827,,,Eksisterende,Cykelsti,,København,688,"MULTILINESTRING ((12.555821039569778 55.69516621109998, 12.556167462679442 55.69533362738844, 12.556173639781699 55.69533659474352))"
cykeldata_kk.fid-2b80431e_19460c4a556_6e20,1828,,,Eksisterende,Cykelsti,,København,689,"MULTILINESTRING ((12.557523175605153 55.69661600453248, 12.556865282210165 55.69639451590841, 12.556043932789725 55.69611645213505, 12.556038655264063 55.696114717273716))"
cykeldata_kk.fid-2b80431e_19460c4a556_6e21,1829,,,Eksisterende,Cykelsti,,København,690,"MULTILINESTRING ((12.556173639781699 55.69533659474352, 12.556233234470954 55.69536543239268, 12.557254833554337 55.69576552309247, 12.55792476727634 55.69602711473529, 12.558057891024498 55.696079169999095))"
cykeldata_kk.fid-2b80431e_19460c4a556_6e22,1830,,,Eksisterende,Cykelsti,,København,691,"MULTILINESTRING ((12.55914295949658 55.697162074520634, 12.558897276961423 55.69707921478055, 12.558885903164487 55.697075409457156, 12.557531701679043 55.69661881379158, 12.557523175605153 55.69661600453248))"
cykeldata_kk.fid-2b80431e_19460c4a556_6e23,1861,,,Eksisterende,Cykelsti,,København,692,"MULTILINESTRING ((12.573077409606304 55.66403104927692, 12.571725570474795 55.6630083671506))"
cykeldata_kk.fid-2b80431e_19460c4a556_6e24,1283,,,Eksisterende,Cykelsti,P,København,693,"MULTILINESTRING ((12.46702078254371 55.71340583538827, 12.463191065279727 55.714811909653875))"
cykeldata_kk.fid-2b80431e_19460c4a556_6e25,1284,,,Eksisterende,Cykelsti,P,København,694,"MULTILINESTRING ((12.459036651769429 55.71633803501313, 12.45882040116594 55.716417486027105, 12.458807041308653 55.71642235741477, 12.458806024925686 55.71642274564836))"
cykeldata_kk.fid-2b80431e_19460c4a556_6e26,1285,,,Eksisterende,Cykelsti,P,København,695,"MULTILINESTRING ((12.46160245371085 55.71539521459166, 12.460034208729411 55.71597172105377, 12.459047085514557 55.716334234942515, 12.459036651769429 55.71633803501313))"
cykeldata_kk.fid-2b80431e_19460c4a556_6e27,1867,,,Eksisterende,Cykelsti,,København,696,"MULTILINESTRING ((12.602572608242944 55.66430930041278, 12.602675394184514 55.664330103532436, 12.6029586223653 55.664387407391814, 12.603426907185845 55.66448287314517, 12.603441619126727 55.66448594683796))"
cykeldata_kk.fid-2b80431e_19460c4a556_6e28,1868,,,Eksisterende,Cykelsti,,København,697,"MULTILINESTRING ((12.603441619126727 55.66448594683796, 12.603647855263441 55.66452762193673, 12.603924446178926 55.66458403990091, 12.604175798847226 55.664632748574164, 12.60418941483181 55.66463531499467))"
cykeldata_kk.fid-2b80431e_19460c4a556_6e29,1873,,,Eksisterende,Cykelsti,,København,698,"MULTILINESTRING ((12.592931973126412 55.67160868354633, 12.593084089610063 55.67167938239698, 12.593087099852708 55.671680732584235, 12.593980968807484 55.672206971395255))"
cykeldata_kk.fid-2b80431e_19460c4a556_6e2a,1874,,,Eksisterende,Cykelsti,,København,699,"MULTILINESTRING ((12.594256132929027 55.67236890679481, 12.594330674722274 55.67242201029745, 12.59433250743019 55.67242339497626, 12.594374602137435 55.67245461496661, 12.595408452687394 55.673061785876314, 12.595961240058905 55.67339214063096, 12.595962205422154 55.6733926517206))"
cykeldata_kk.fid-2b80431e_19460c4a556_6e2b,1875,,,Eksisterende,Cykelsti,,København,700,"MULTILINESTRING ((12.595962205422154 55.6733926517206, 12.597459464616227 55.67429619089702))"
